citation_id,citation_context,section,citation_intent
29238,"Sürdürülebilir bir rekabet avantajı elde etmek için organizasyonlar, öğrenme yoluyla yenilikçi fikirler yaratarak sürekli değişiklikler ve organizasyonel stratejiler geliştirir [9] ,  .",GİRİŞ (INTRODUCTION),background
29239,"Sürdürülebilir bir rekabet avantajı elde etmek için organizasyonlar, öğrenme yoluyla yenilikçi fikirler yaratarak sürekli değişiklikler ve organizasyonel stratejiler geliştirir  , [10] .",GİRİŞ (INTRODUCTION),background
29240,"Bu nedenle yenilik için mevcut temel stratejilerden biri, fikir odaklı öğreten ve öğrenen organizasyonlardır [11] .",GİRİŞ (INTRODUCTION),background
29241,"Bu nedenle yenilik için mevcut temel stratejilerden biri, fikir odaklı öğreten ve öğrenen organizasyonlardır [12] .",GİRİŞ (INTRODUCTION),background
29242,"Bu nedenle yenilik için mevcut temel stratejilerden biri, fikir odaklı öğreten ve öğrenen organizasyonlardır [13] .",GİRİŞ (INTRODUCTION),background
29243,"Yeni fikirler, öğrenmenin sonuçlarından biri olabileceği gibi, öğrenme sürecinde kazanılan bilgi ve becerilerin işyerine aktarılmasıyla daha büyük fikirlere de aracı olabilir [14] ,  .",GİRİŞ (INTRODUCTION),background
29244,"Yeni fikirler, öğrenmenin sonuçlarından biri olabileceği gibi, öğrenme sürecinde kazanılan bilgi ve becerilerin işyerine aktarılmasıyla daha büyük fikirlere de aracı olabilir  , [15] .",GİRİŞ (INTRODUCTION),background
29245,"Performansı artırmak için öğrenme sürecinde edinilen bilgi, beceri ve deneyimlerin işletmelere aktarılması gerekir [14] .",GİRİŞ (INTRODUCTION),background
29246,"Teknoloji transfer ofisleri ve teknokentler, tam da bu öğrenme döngüsünü sağlamak için hayata geçirilmiş organizasyonel yapılardır [16] .",GİRİŞ (INTRODUCTION),background
29247,"Teknoparkların en belirgin motivasyonu, üniversite ve şirketler arasındaki iş birliğinin geliştirilmesini teşvik etmesidir [17] .",GİRİŞ (INTRODUCTION),background
29248,"Daha ziyade, fikirlerin uygulama alanları olarak hayata geçirilmiştir [18] .",GİRİŞ (INTRODUCTION),background
29249,"Winks’in de ifade ettiği üzere yükseköğretimde yaratıcılığı teşvik eden ve ortaya çıkaran süreçler, kültürler ve öğrencilerin, öğretim üyelerinin disiplinler arasında ve kendi bölümleri içinde fikir geliştirme yolları hakkında yeterli öneri geliştirilmemiştir [19] .",GİRİŞ (INTRODUCTION),background
29250,"Buna ek olarak teknoloji transfer ofisleri ve teknokentler, fikirlerin uygulama alanları oldukları için, öğrenen organizasyon olma sürecinde fikir üretimine yönelik bizce en fazla yatırım yapılması gereken temel insan kaynağını, yani eğitim gören kitleyi ve akademisyenleri büyük oranda devre dışı bırakır [20] .",GİRİŞ (INTRODUCTION),background
29251,"Mevcut durumda, oluşan ihtiyaçlar ve sorunların çözümü için yenilikçi fikir üretimi konusunda akademisyenler, öğrenciler, sektörel aktörler ve toplum birbirlerinden kopuk olduğundan [21] , sistematik bir zeminde bir araya gelememektedir.",GİRİŞ (INTRODUCTION),background
29252,"Baptista ve arkadaşları, üç Latin Amerika üniversitesinde disiplinlerarası araştırma için kurumsal alanların yaratılmasına yönelik girişimlere odaklanmaktadır [4] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29253,"Lindvig çalışmasında, disiplinlerarası eğitim unsurlarının önceden var olan monodisipliner yapılar tarafından nasıl oluşturulduğu, desteklendiği ve hatta güçlendirildiğine ilişkin yolların haritasını çıkarmak için geleneksel fakülte yapılı bir üniversitede çeşitli disiplinlerarası eğitim çabalarının gelişimini incelemiştir [22] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29254,"Krallık Üniversitesi'ndeki eğitim uygulamalarında yenilik ve yaratıcılığın önündeki engelleri ve bu konudaki olanakları inceleyen bir çalışmada [19] , üniversite öğretim kadrosuna sunulan disiplinlerarası ortamların daha fazla kullanılmasının, yaratıcı uygulamayı ve akran öğrenimini artırmaya katkıda bulunabileceği ortaya konmuştur.",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29255,"Fakülteler ile sosyal ya da sektörel kurumların bir arada çalışmasına yönelik Groulx ve arkadaşları tarafından gerçekleştirilen farklı bir araştırmada, sürdürülebilirlik girişimleri oluşturmak için geçerli olan kapsamlı üniversite-toplum iş birlikleri kavramı incelenmiştir [23] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29256,"Barringer ve arkadaşları, bilim politikalarının onlarca yıldır disiplinlerarası araştırmayı teşvik etmesine rağmen üniversitelerin buna aynı şekilde karşılık verememesi konusundaki nedenleri açıklamak için, ülke çapındaki en iyi 156 araştırma üniversitesi için kapsamlı bir veri toplayarak, incelemelerde bulunmuştur [24] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29257,"Cavallone ve arkadaşları çalışmalarında, özel ve kamu sektörü kuruluşlarının değer beklentilerini ve bu kuruluşların ortak değer yaratımındaki potansiyel rollerini araştırmıştır [25] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29258,"Miller ve arkadaşlarının araştırması, disiplinlerarası bir araştırma ekibinin parçası olarak çalışan öğrenci deneyimlerine ilişkin bir vaka çalışması sunmaktadır [26] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29259,"Jaeger, çalışmasında yükseköğretimde disiplin, disiplinlerarasılık ve disiplinlerarasılığın çerçevelemesi ve bu çerçevelemenin Avrupa yükseköğretim müfredatı üzerindeki etkilerini araştırmıştır [27] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29260,"Belwal ve arkadaşları çalışmalarında proje tabanlı öğrenmenin, üniversite eğitimi ile gerçek yaşamı nasıl ilişkilendirebileceğini araştırmıştır [28] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29261,"Björklund ve arkadaşları çalışmalarında, yükseköğretimde işbirlikçi çabaları ilerletmenin önündeki temel kolaylaştırıcılara ve engellere ışık tutmak amacıyla Aalto Üniversitesi'nin yenilikçi platformlardan biri olan Tasarım Fabrikası Küresel Ağı'nı incelemiştir [29] Öğrencilerden, personelden ve eğitimcilerden gelen bakış açıları da dahil olmak üzere 17 Tasarım Fabrikası ile yapılan 25 derinlemesine görüşmeye dayanan bulgular, esnekliği teşvik eden kurumsal politikaların, fiziksel bir disiplinlerarası alanı, topluluk oluşturmayı ve bu konudaki üst düzey desteği güvence altına aldığını göstermektedir.",İLGİLİ ÇALIŞMALAR (RELATED WORK),discuss
29262,"Disiplinlerarası eğitim çalışmalarının sınırlarını genişletmek için disiplinlerötesilik (transdisciplinary) geleneğinden yararlanan farklı bir çalışma, gelecekte, üniversite eğitiminin duvarların çok ötesinde gerçekleşebileceği için, yeni bir bütünleşik öğrenme anlayışının önemine işaret eder [30] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29263,"Brandenburg ve arkadaşları, Avustralya'daki Federasyon Üniversitesi'nde disiplinler arası bir arası araştırma grubunun (üç ayrı okul) doğuşunu, gelişimini ve uygulamasını incelemiştir [32] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29264,"Mega projelerini, sürdürülebilir kalkınma ilkelerinin ve sistematik disiplinlerarasılığın ""probleme dayalı öğrenmeye"" entegre edilmesi için bir vaka çalışması gerçekleştirmiştir [30] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29265,"bir çalışma ortamına uyum sağlayabilen öğrenciler yetiştirmesine duyulan ihtiyaçtan hareket eden bir çalışmada, UNIS-X deneyimsel öğrenme pedagojisinin etkililiği incelenmiştir [33] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29266,"Hannon ve arkadaşları, disiplinler arası müfredat ve öğretimin, 1   disiplin temelli bir organizasyon yapısını simgeleyen bir Avustralya üniversitesinde nasıl anlaşıldığı, uygulandığı ve desteklendiğinin yanı sıra disiplin sınırlarını aşan öğretim uygulamalarını araştırmıştır [34] .",İLGİLİ ÇALIŞMALAR (RELATED WORK),background
29268,"Bitcoin'in yanı sıra Ethereum gibi kripto para sistemlerinde kullanılmaktadır (Ouyang vd., 2021) .",BLOCKCHAİN TEKNOLOJİSİ,background
29269,"Ayrıca hesaplama gücü gerektirmediği ve yüksek işlem gücüne sahip olduğu için de Araçların İnterneti (IoV)’da da kullanılmaktadır (Nguyen vd., 2019) .",BLOCKCHAİN TEKNOLOJİSİ,background
29270,"Bu mutabakat protokolünün en dikkat çekici kısmı ise, kripto para birimi içermeyi gerektirmeyen çok çeşitli uygulamalar için, Proof of Work gibi kripto para birimi tabanlı mutabakat mekanizmalarına iyi bir alternatif olmasıdır (Song vd., 2021) .",BLOCKCHAİN TEKNOLOJİSİ,background
29271,"Haberleşme yöntemlerinin geliştirilmesiyle uzak mesafelerden bilgi alış verişi hızlı bir şekilde yapılabilmektedir [1, .",GİRİŞ,background
29272,Haberleşme yöntemlerinin geliştirilmesiyle uzak mesafelerden bilgi alış verişi hızlı bir şekilde yapılabilmektedir 2] .,GİRİŞ,background
29273, Rastgele Orman: Rastgele Orman Leo Breiman [15] tarafından geliştirilen ve birden fazla karar ağacının birleştirilmesiyle sınıflandırma başarısı yükseltmeyi amaçlayan bir makine öğrenmesi algoritmasıdır.,SİSTEM MİMARİSİ,background
29274,"Bilişim teknolojisinin etkin kullanımı ile ilgili yapılan araştırmalarda, sistem uyarlandıktan üç yıl sonra projenin durdurulması ya da beklenen getirilerin çok altında getiri getirmesi şeklinde ifade edilebilecek başarısızlıkların %60 oranında olduğu belirtilmektedir (Hochstrasser, 1993) .",Giriş,background
29275,"İkinci neden ise; günümüzün karar verme süreçlerinde, yeni yapılacak BT yatırımlarını değerlendirmede uygun olmayan muhasebe tabanlı yöntemlerin kullanılmasıdır (Hochstrasser, 1993) .",Giriş,background
29276,"Gerek resmi araştırmalar, gerekse informal çalışma grupları tarafından ortaya konan raporlar, bu bulguyu destekler niteliktedir (Hochstrasser ve Griffiths, 1990 .",Giriş,background
29277,"Gerek resmi araştırmalar, gerekse informal çalışma grupları tarafından ortaya konan raporlar, bu bulguyu destekler niteliktedir (Hochstrasser ve , Wilson, 1989) .",Giriş,background
29278,"Bilişim teknolojisi, işletmelerde karar alan yöneticilere gerekli bilgiyi sağlamak suretiyle işletme süreçlerinin işleyişini sağlayan teknoloji uygulamalarıdır (Daniels, 1994) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29279,"Yeni yapılacak bilişim teknolojisi yatırımlarının değerlendirilmesi, üst düzey yöneticiler için çok önemlidir, çünkü BT'ye ayrılan maddi kaynaklar tüm kaynaklar içinde büyük bir yüzdeye sahiptir ve bu yüzde gün geçtikçe daha da büyümektedir (Hallikainen vd., 1998 .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29280,"Yeni yapılacak bilişim teknolojisi yatırımlarının değerlendirilmesi, üst düzey yöneticiler için çok önemlidir, çünkü BT'ye ayrılan maddi kaynaklar tüm kaynaklar içinde büyük bir yüzdeye sahiptir ve bu yüzde gün geçtikçe daha da büyümektedir , Renkema ve Berghout, 1997) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29281,"Ayrıca bu yatırımların işletme performansı üzerindeki stratejik etkisi de önemini artırmaktadır (Lubbe, 1998) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29282,"İşletmeler bilişim sistemlerinden elde edebilecekleri en yüksek performansa ulaşmak istiyorlarsa, hangi uygulamanın işletme performansına en fazla katkıyı yapacağının değerlendirmesini muhakkak yapmak zorundadırlar (Ragowsky vd., 2000) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29283,"Dolayısıyla, BT ile ilgilenen bir çok profesyonel ve araştırmacı, Bilişim Sistemleri (BS) değerlendirmesinin temel yönetim konularından biri haline geldiğini düşünmektedir (Lubbe ve Remenyi, 1999) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29284,"Literatürde bu konu ile ilgili rastlanabilecek iki temel araştırma konusundan ilki stratejik bilişim sistemlerinin planlaması iken, ikincisi de BT yatırımlarını değerlendirmek için kullanılacak tekniklerdir (Lubbe ve Remenyi, 1999) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29285,"A.B.D., Hollanda ve Finlandiya'da yapılan araştırmalar da, bu problemin sadece bir ülkeye özgü olmadığını kanıtlamaktadır (Hallikainen vd., 1998) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29286,"Yapılan ampirik çalışmalara göre işletmeler, BS yatırım önerilerini değerlendirmekte güçlükler çekmektedir (Tam, 1992; .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29287,"Yapılan ampirik çalışmalara göre işletmeler, BS yatırım önerilerini değerlendirmekte güçlükler çekmektedir Renkema ve Berghout, 1997; .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29288,"Yapılan ampirik çalışmalara göre işletmeler, BS yatırım önerilerini değerlendirmekte güçlükler çekmektedir Farbey vd., 1992; .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29289,"Yapılan ampirik çalışmalara göre işletmeler, BS yatırım önerilerini değerlendirmekte güçlükler çekmektedir Bacon, 1991) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29290,"Böyle bir durumda sadece kolayca ölçülebilen faydalar işin içine katılır ve bu da BT'ye gereğinden az veya fazla yatırım yapılması sonucunu doğurur (Peffers ve Saarinen, 1993) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29291,"Çok sayıda işletme, değerlendirme sürecini kafa karıştırıcı bulmakta ve anlamlı bir değerlendirmenin neleri içermesi gerektiği konusunda bir fikir birliği bulunmamaktadır (Small ve Chen, 1995) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29292,"Bunun bir sebebi, yeni bir bilişim sisteminden beklenen faydaların, sistem maliyetlerinden daha zor hesaplanması olabilir (Yourdan, 1989) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29293,"BT yatırım değerlendirmesinin yeterli bir şekilde yapılmaması, BT için kullanılan büyük paralar yüzünden şirketi sarsacak bir etki doğurabilir (Hallikainen vd., 1998) .",Bilişim teknolojisi yatırımlarının değerlendirilmesi,background
29294,"BT yatırımlarının değerlendirilmesinde işletmeler tarafından kullanılan yöntemlere bakıldığında, fayda maliyet analizinin farklı biçimleri ve finansal yöntemler uygulayıcılar tarafından en fazla tercih edilenleridir (Cronk ve Fitzgerald, 1999) .",Araştırmanın önemi ve amacı,background
29295,"Sonuçta, finansal değerlendirme yöntemleri olarak adlandırılan geleneksel yatırım değerlendirme yöntemlerinin, bilişim teknolojisi yatırımlarını değerlendirmek için tek başlarına kullanılmaları yetersiz kalır (Clemons, 1991 .",Araştırmanın önemi ve amacı,background
29296,"Sonuçta, finansal değerlendirme yöntemleri olarak adlandırılan geleneksel yatırım değerlendirme yöntemlerinin, bilişim teknolojisi yatırımlarını değerlendirmek için tek başlarına kullanılmaları yetersiz kalır , Grantham, 1995 .",Araştırmanın önemi ve amacı,background
29297,"Sonuçta, finansal değerlendirme yöntemleri olarak adlandırılan geleneksel yatırım değerlendirme yöntemlerinin, bilişim teknolojisi yatırımlarını değerlendirmek için tek başlarına kullanılmaları yetersiz kalır , Arribas ve Inchusta, 1999 .",Araştırmanın önemi ve amacı,background
29298,"Sonuçta, finansal değerlendirme yöntemleri olarak adlandırılan geleneksel yatırım değerlendirme yöntemlerinin, bilişim teknolojisi yatırımlarını değerlendirmek için tek başlarına kullanılmaları yetersiz kalır , Lefley, 1996 .",Araştırmanın önemi ve amacı,background
29299,"Sonuçta, finansal değerlendirme yöntemleri olarak adlandırılan geleneksel yatırım değerlendirme yöntemlerinin, bilişim teknolojisi yatırımlarını değerlendirmek için tek başlarına kullanılmaları yetersiz kalır , Irani ve Love, 2002) .",Araştırmanın önemi ve amacı,background
29300,"BT yatırımlarını birbirinden ayıran özellikler vardır ve bu özellikler göz önüne alınarak şirke-te, yatırıma ve duruma uygun yöntemin seçilmesi gereklidir (Farbey vd., 1994) .",Araştırmanın önemi ve amacı,background
29301,"Bugüne kadar yapılmış bilimsel yayınlara bakıldığında, değerlendirme yöntemlerini farklı bakış açılarına göre gruplayan yayınlara rastlanmakla beraber farklı BT yatırımları için uygun değerlendirme yöntemlerini öneren sadece Farbey ve arkadaşları olmuştur (Farbey vd., 1992) .",Araştırmanın önemi ve amacı,background
29302,"Bu kadar çok değerlendirme yaklaşımının var olması, uygulamacıların hangi yöntemi kullanacakları konusunda etkin karar vermesini güçleştirmektedir (Cronk ve Fitzgerald, 1996) .",Araştırmanın önemi ve amacı,background
29303,"Ayrıca her biri farklı karmaşıklık düzeyindedir (Cronk ve Fitzgerald, 1999) .",Araştırmanın önemi ve amacı,background
29304,"Daha önceden de bahsedildiği gibi, BT yatırım değerlendirme yöntemlerini, belirledikleri kriterlere göre gruplayan tek çalışma Farbey ve diğerlerinin yaptığı çalışmadır (Farbey vd., 1992) .",Eleme kriterlerinin belirlenmesi,background
29305,"En ideali ve doğru olanı; yatırımın, işletmenin ve içinde bulunan durumun özelliklerine en uygun değerlendirme yönteminin seçilmesidir (Clemons, 1991",Eleme kriterlerinin belirlenmesi,background
29306,"En ideali ve doğru olanı; yatırımın, işletmenin ve içinde bulunan durumun özelliklerine en uygun değerlendirme yönteminin seçilmesidir , Grantham, 1995",Eleme kriterlerinin belirlenmesi,background
29307,"En ideali ve doğru olanı; yatırımın, işletmenin ve içinde bulunan durumun özelliklerine en uygun değerlendirme yönteminin seçilmesidir , Arribas ve Inchusta, 1999",Eleme kriterlerinin belirlenmesi,background
29308,"En ideali ve doğru olanı; yatırımın, işletmenin ve içinde bulunan durumun özelliklerine en uygun değerlendirme yönteminin seçilmesidir , Lefley, 1996",Eleme kriterlerinin belirlenmesi,background
29309,"En ideali ve doğru olanı; yatırımın, işletmenin ve içinde bulunan durumun özelliklerine en uygun değerlendirme yönteminin seçilmesidir , Irani ve Love, 2002)",Eleme kriterlerinin belirlenmesi,background
29310,"AHP yapısı içinde yer alan özvektör yöntemi, göreli ağırlıkları tespit etmek için kullanılan yöntemler içinde en çok kullanılanlardan birisidir (Ta ve Har, 2000) .",Geliştirilen modelin uygulanması,background
29311,"Bu çalışmada kullanılan yöntem, AHP tekniği içinde ilk adım olarak nitelendirilen ""kriter ağırlıklarının belirlenmesi için ikili karşılaştırmalar yöntemi""dir ve bu yöntemde Saaty'nin 9'lu ölçeği kullanılmıştır (Saaty ve Vargas, 1994) .",Geliştirilen modelin uygulanması,basis
29312,"Meta Group tarafından çeşitli boyutlardan 63 işletmeye yapılan ve ERP’ye sahip olma maliyetini araştıran iki yıl süren bir araştırmaya göre; donanım, yazılım, profesyonel hizmetler, dahili çalışan maliyetleri, yazılımın yüklenmesi ve söz konusu iki yıllık zamandaki bakım maliyetlerini içerecek şekilde şirket başına ortalama ERP maliyeti, 15 milyon Amerikan doları civarındadır (Payne, 2002) .",İşletmeye uygun ERP yazılımı seçimi uygulaması,background
29313,"Yakın zamanda ERP ile ilgili pek çok yayın yapılmış olmasına rağmen, bu kadar yüksek maliyetli bir yazılımın değerlendirilmesi konusunda sınırlı sayıda araştırma mevcuttur (Stefanou, 2001) .",İşletmeye uygun ERP yazılımı seçimi uygulaması,background
29314,"ERP uygulamalarının yaklaşık yarısı, diğer bir araştırmaya göre ise %70'inden fazlası (Al-Mashari, 2000) beklentileri karşılamakta yetersiz kalmıştır.",İşletmeye uygun ERP yazılımı seçimi uygulaması,background
29315,"ERP uygulayan bir çok işletme, stratejileri ile ters düşmüş ve ERP projelerinin çoğunluğunda gecikmeler ve limiti aşan maliyetlerle karşılaşılmıştır (Themistocleous vd., 2001) .",İşletmeye uygun ERP yazılımı seçimi uygulaması,background
29316,"Sadece kullanım kolaylığı, fayda ve son kullanıcıların katılımına dayalı bir şekilde yapılan yazılım seçimleri, ERP gibi günümüzün kritik öneme sahip sistemlerinde yeterli değildir (Montezami vd., 1996) .",İşletmeye uygun ERP yazılımı seçimi uygulaması,background
29317,"Yatırım yönetim süreci üç ana kademeden oluşmalıdır (Stewart ve Mohamed, 2002)",İşletmeye uygun ERP yazılımı seçimi uygulaması,background
29348,"Sıkma işleminin amacı, küresel bir alıcı alana sahip olmaktır, böylece ağın alt katmanları da küresel bilgiyi kullanabilir [28] .",MATERYAL VE METOT (MATERIAL AND METHOD),basis
29349,"Bu işlemin amacı, her bir özellik kanalının ağırlığını oluşturmak için parametreleri öğrenerek özellik kanalları arasındaki karşılıklı bağımlılığı modellemektir [28] .",MATERYAL VE METOT (MATERIAL AND METHOD),basis
29350,"Son olarak, normalleştirilmiş ağırlıklar, ölçek işlemiyle her bir kanal özelliği için yeniden ağırlıklandırılır [29] .",MATERYAL VE METOT (MATERIAL AND METHOD),basis
29357,En düşük sınıflandırma doğruluğu %90 doğruluk ve duyarlılık ile %91 kesinlik ve F1-skor değerine sahip Liang vd. [13] tarafından önerilen yöntemde elde edilmiştir.,DENEYSEL SONUÇLAR VE TARTIŞMA (EXPERIMENTAL RESULTS AND DISCUSSION),support
29363,"Önerilen yöntemlerin daha iyi anlaşılabilmesi için, Bayes formülüne bağlı aşağıdaki ifade verilsin [13] :",Karmaşık Yayınım,basis
29364,"Denklem (8) , Neumann sınır şartları dikkate alınarak Euler-Lagrange eşitliğine bağlı çözülsün:",Karmaşık Yayınım,other
29365,"Denklem (9) , iteratif yöntem olan bayır inişi yaklaşıma bağlı olarak yeniden düzenlenirse olarak alınmaktadır.",Karmaşık Yayınım,other
29366,"Bu bağlamda girdi imgesindeki gürültünün azaltılması için aşağıdaki denklemler verilebilir [10, : alınmaktadır.",Karmaşık Yayınım,basis
29367,Bu bağlamda girdi imgesindeki gürültünün azaltılması için aşağıdaki denklemler verilebilir 14] : alınmaktadır.,Karmaşık Yayınım,basis
29368,"olarak alınmaktadır [10, .",Karmaşık Yayınım,other
29369,olarak alınmaktadır 15] .,Karmaşık Yayınım,other
29370,"Standart sapma hesaplamasında [3] 'deki sunulan yöntemde renkli imgeler için aşağıdaki düzenleme yapılmıştır  : Renkli imgelerde ise, renk kanallarının birbirlerinden bağımsız olarak işlenmesi durumunda bazı sorunlar ortaya çıkmaktadır.",Bulgular,background
29371,"Standart sapma hesaplamasında  'deki sunulan yöntemde renkli imgeler için aşağıdaki düzenleme yapılmıştır [16] : Renkli imgelerde ise, renk kanallarının birbirlerinden bağımsız olarak işlenmesi durumunda bazı sorunlar ortaya çıkmaktadır.",Bulgular,basis
29372,Bu yöntemlere yerel ve yön bağımlı olarak çalışan iz tabanlı [7] ve işbirlikçi toplam değişim   yaklaşımları örnek olarak verilebilir.,Bulgular,background
29373,Bu yöntemlere yerel ve yön bağımlı olarak çalışan iz tabanlı   ve işbirlikçi toplam değişim [12] yaklaşımları örnek olarak verilebilir.,Bulgular,background
29374,Ayrıca yerel olan yöntemler çoğu durumda imgedeki doku bilgisini tam olarak koruyamadığından yerel olmayan ortamalar [8] gibi yerel olmayan yöntemler de geliştirilmiştir.,Bulgular,background
29375,Bu duruma Şekil 5a-b)'deki karmaşık yayınımlı alçak geçiren süzgeçle [10] elde edilen sonuçlar örnek olarak gösterilebilir.,Bulgular,discuss
29376,"Şekil 6a)'de ısı denkleminde sadece düzenlileştirme terimi [10] , Şekil 6b)'de ısı denkleminde hem düzenlileştirme hem de uygunluk terimi, Şekil 6c)'de Perona-Malik yaklaşımında sadece düzenlileştirme terimi   ve Şekil 6d)'de Perona-Malik yaklaşımında hem düzenlileştirme hem de uygunluk terimi dikkate alınması durumda elde edilen sonuçlar verilmiştir.",Bulgular,discuss
29377,"Şekil 6a)'de ısı denkleminde sadece düzenlileştirme terimi  , Şekil 6b)'de ısı denkleminde hem düzenlileştirme hem de uygunluk terimi, Şekil 6c)'de Perona-Malik yaklaşımında sadece düzenlileştirme terimi [10] ve Şekil 6d)'de Perona-Malik yaklaşımında hem düzenlileştirme hem de uygunluk terimi dikkate alınması durumda elde edilen sonuçlar verilmiştir.",Bulgular,discuss
29378,"Tablo 2-5'de sırasıyla iz tabanlı yaklaşım [7] , yerel olmayan ortalamalar yaklaşımı  , işbirlikçi toplam değişim yaklaşımı   ve en iyi performanslı hem düzenlileştirme terimi hem de uygunluk terimi içeren önerilen karmaşık yayınımlı Perona-Malik yaklaşımı için nicel sonuçlar verilmiştir.",Bulgular,discuss
29379,"Tablo 2-5'de sırasıyla iz tabanlı yaklaşım  , yerel olmayan ortalamalar yaklaşımı [8] , işbirlikçi toplam değişim yaklaşımı   ve en iyi performanslı hem düzenlileştirme terimi hem de uygunluk terimi içeren önerilen karmaşık yayınımlı Perona-Malik yaklaşımı için nicel sonuçlar verilmiştir.",Bulgular,discuss
29380,"Tablo 2-5'de sırasıyla iz tabanlı yaklaşım  , yerel olmayan ortalamalar yaklaşımı  , işbirlikçi toplam değişim yaklaşımı [12] ve en iyi performanslı hem düzenlileştirme terimi hem de uygunluk terimi içeren önerilen karmaşık yayınımlı Perona-Malik yaklaşımı için nicel sonuçlar verilmiştir.",Bulgular,discuss
29381,Yerel olmayan ortalamalar yaklaşımının [8] gürültü düzeyine fazla bir bağımlılığı yoktur.,Bulgular,discuss
29382,İşbirlikçi toplam değişim yaklaşımında [12] gürültü düzeyi düşük olmasına rağmen özellikle doku içeren görüntülerde başarım oranı düşmektedir.,Bulgular,discuss
29383,"Diğer taraftan uygunluk terimi içermeyen yerel ve yön bağımlı iz tabanlı yaklaşımda [7] , gürültü düzeyinin az olduğu durumlarda, en düşük performans elde edilmiştir.",Bulgular,discuss
29384,"İleriki araştırmalar, imgedeki gürültü düzeyinin [19] 'deki çalışmada olduğu gibi otomatik olarak kestirilmesi ve yerel olmayan yayınıma   karmaşık yayınımın nasıl uygulanabileceği üzerine olacaktır.",Tartışma ve Sonuç,discuss
29385,"İleriki araştırmalar, imgedeki gürültü düzeyinin  'deki çalışmada olduğu gibi otomatik olarak kestirilmesi ve yerel olmayan yayınıma [9] karmaşık yayınımın nasıl uygulanabileceği üzerine olacaktır.",Tartışma ve Sonuç,discuss
29386,"Afet yönetimi, arama-kurtarma ekipleri, araç-gereç, yardım malzemesi gibi kaynakların yönetimi ve planlamasını gerçekleştirir [1] .",GİRİŞ,background
29387,"Afet yönetimi, arama-kurtarma ekipleri, araç-gereç, yardım malzemesi gibi kaynakların yönetimi ve planlamasını gerçekleştirir [2] .",GİRİŞ,background
29388,"Afet yönetimi, arama-kurtarma ekipleri, araç-gereç, yardım malzemesi gibi kaynakların yönetimi ve planlamasını gerçekleştirir [3] .",GİRİŞ,background
29389,"Günümüzde akıllı ev
uygulamalarından akıllı şehirlere, enerji yönetiminden
uzaktan izleme sistemlerine, sağlık uygulamalarından ulaşım
sistemlerinin kontrol ve optimizasyonuna kadar çok geniş
uygulama alanına sahip olan nesnelerin interneti (Internet of
Things, IoT) teknolojileri afet yönetim sistemlerinin etkinliğinin arttırılması amacıyla da kullanılmaktadır [4] .",GİRİŞ,background
29390,"Günümüzde akıllı ev
uygulamalarından akıllı şehirlere, enerji yönetiminden
uzaktan izleme sistemlerine, sağlık uygulamalarından ulaşım
sistemlerinin kontrol ve optimizasyonuna kadar çok geniş
uygulama alanına sahip olan nesnelerin interneti (Internet of
Things, IoT) teknolojileri afet yönetim sistemlerinin etkinliğinin arttırılması amacıyla da kullanılmaktadır [5] .",GİRİŞ,background
29391,"Günümüzde akıllı ev
uygulamalarından akıllı şehirlere, enerji yönetiminden
uzaktan izleme sistemlerine, sağlık uygulamalarından ulaşım
sistemlerinin kontrol ve optimizasyonuna kadar çok geniş
uygulama alanına sahip olan nesnelerin interneti (Internet of
Things, IoT) teknolojileri afet yönetim sistemlerinin etkinliğinin arttırılması amacıyla da kullanılmaktadır [6] .",GİRİŞ,background
29392,"Özetle, IoT teknolojilerinin kullanılması afet sonrası yönetim sürecini kolaylaştırır [3] .",GİRİŞ,background
